draw,beta,assignment
7730,-0.00021896655779286955,AU:2022;BD:2022;BN:2022;HK:2022;ID:2022;IN:2022;JP:0;KH:0;KR:2022;LA:0;LK:0;MM:2022;MN:2022;MY:0;NZ:2023;PH:2023;PK:2022;SG:2022;TH:0;TW:2022;VN:0
7731,0.003464736961524788,AU:2022;BD:2022;BN:2022;HK:2022;ID:2022;IN:2022;JP:0;KH:0;KR:2022;LA:0;LK:2022;MM:0;MN:2022;MY:2022;NZ:2022;PH:0;PK:2023;SG:0;TH:0;TW:2023;VN:2022
7732,0.004369151806430157,AU:2022;BD:2022;BN:2022;HK:2022;ID:2022;IN:2022;JP:0;KH:0;KR:2022;LA:0;LK:2022;MM:0;MN:2022;MY:2023;NZ:2022;PH:0;PK:0;SG:2023;TH:2022;TW:0;VN:2022
7733,-0.0020133127114050765,AU:2022;BD:2022;BN:2022;HK:2022;ID:2022;IN:2022;JP:0;KH:0;KR:2022;LA:0;LK:2022;MM:0;MN:2023;MY:0;NZ:0;PH:0;PK:2022;SG:2022;TH:2022;TW:2022;VN:2023
7734,0.00646594114392784,AU:2022;BD:2022;BN:2022;HK:2022;ID:2022;IN:2022;JP:0;KH:0;KR:2022;LA:0;LK:2022;MM:2022;MN:0;MY:0;NZ:2022;PH:2023;PK:2022;SG:0;TH:2023;TW:0;VN:2022
7735,0.004851122110814052,AU:2022;BD:2022;BN:2022;HK:2022;ID:2022;IN:2022;JP:0;KH:0;KR:2022;LA:0;LK:2022;MM:2022;MN:0;MY:0;NZ:2023;PH:0;PK:2023;SG:2022;TH:2022;TW:0;VN:2022
7736,-0.0008688602148965622,AU:2022;BD:2022;BN:2022;HK:2022;ID:2022;IN:2022;JP:0;KH:0;KR:2022;LA:0;LK:2022;MM:2023;MN:2022;MY:2023;NZ:0;PH:0;PK:2022;SG:2022;TH:0;TW:2022;VN:0
7737,0.005499624569985762,AU:2022;BD:2022;BN:2022;HK:2022;ID:2022;IN:2022;JP:0;KH:0;KR:2022;LA:0;LK:2023;MM:0;MN:0;MY:2022;NZ:2022;PH:0;PK:2023;SG:2022;TH:2022;TW:0;VN:2022
7738,0.0029491376774105813,AU:2022;BD:2022;BN:2022;HK:2022;ID:2022;IN:2022;JP:0;KH:0;KR:2022;LA:2022;LK:0;MM:0;MN:2023;MY:2022;NZ:2022;PH:2022;PK:0;SG:0;TH:0;TW:2023;VN:2022
7739,0.00319895117560266,AU:2022;BD:2022;BN:2022;HK:2022;ID:2022;IN:2022;JP:0;KH:0;KR:2022;LA:2022;LK:0;MM:2022;MN:0;MY:2023;NZ:2022;PH:2022;PK:2022;SG:0;TH:0;TW:2023;VN:0
7740,0.005907206616145464,AU:2022;BD:2022;BN:2022;HK:2022;ID:2022;IN:2022;JP:0;KH:0;KR:2022;LA:2022;LK:0;MM:2023;MN:0;MY:2022;NZ:2022;PH:2022;PK:0;SG:2022;TH:0;TW:0;VN:2023
7741,-0.00011090753842749499,AU:2022;BD:2022;BN:2022;HK:2022;ID:2022;IN:2022;JP:0;KH:0;KR:2022;LA:2022;LK:2022;MM:2022;MN:2022;MY:0;NZ:0;PH:0;PK:0;SG:2023;TH:2022;TW:2023;VN:0
7742,0.005609431974232252,AU:2022;BD:2022;BN:2022;HK:2022;ID:2022;IN:2022;JP:0;KH:0;KR:2022;LA:2022;LK:2023;MM:0;MN:2022;MY:2023;NZ:2022;PH:2022;PK:0;SG:0;TH:0;TW:0;VN:2022
7743,-0.001436303401526577,AU:2022;BD:2022;BN:2022;HK:2022;ID:2022;IN:2022;JP:0;KH:0;KR:2022;LA:2023;LK:0;MM:0;MN:0;MY:0;NZ:0;PH:2022;PK:2022;SG:2022;TH:2023;TW:2022;VN:2022
7744,0.005414603989049417,AU:2022;BD:2022;BN:2022;HK:2022;ID:2022;IN:2022;JP:0;KH:0;KR:2023;LA:0;LK:0;MM:2022;MN:0;MY:2022;NZ:0;PH:2022;PK:2022;SG:2022;TH:2022;TW:0;VN:2023
7745,-0.001987952422866929,AU:2022;BD:2022;BN:2022;HK:2022;ID:2022;IN:2022;JP:0;KH:0;KR:2023;LA:0;LK:2022;MM:2023;MN:2022;MY:0;NZ:0;PH:0;PK:0;SG:2022;TH:2022;TW:2022;VN:2022
7746,0.0034512531438809367,AU:2022;BD:2022;BN:2022;HK:2022;ID:2022;IN:2022;JP:0;KH:0;KR:2023;LA:0;LK:2022;MM:2023;MN:2022;MY:0;NZ:0;PH:2022;PK:0;SG:2022;TH:2022;TW:0;VN:2022
7747,-0.0008088639410510832,AU:2022;BD:2022;BN:2022;HK:2022;ID:2022;IN:2022;JP:0;KH:2022;KR:0;LA:0;LK:0;MM:0;MN:0;MY:2022;NZ:2022;PH:2023;PK:2023;SG:2022;TH:2022;TW:2022;VN:0
7748,0.0008007048887107597,AU:2022;BD:2022;BN:2022;HK:2022;ID:2022;IN:2022;JP:0;KH:2022;KR:0;LA:0;LK:0;MM:2022;MN:2023;MY:2022;NZ:2022;PH:2022;PK:0;SG:2022;TH:0;TW:2023;VN:0
7749,0.0022393121116986497,AU:2022;BD:2022;BN:2022;HK:2022;ID:2022;IN:2022;JP:0;KH:2022;KR:0;LA:0;LK:0;MM:2023;MN:0;MY:2022;NZ:2022;PH:2022;PK:2022;SG:0;TH:0;TW:2023;VN:2022
7750,0.0025699979268203684,AU:2022;BD:2022;BN:2022;HK:2022;ID:2022;IN:2022;JP:0;KH:2022;KR:0;LA:0;LK:2022;MM:2022;MN:0;MY:0;NZ:0;PH:2022;PK:2023;SG:2022;TH:2022;TW:0;VN:2023
7751,0.002986062231631086,AU:2022;BD:2022;BN:2022;HK:2022;ID:2022;IN:2022;JP:0;KH:2022;KR:0;LA:0;LK:2022;MM:2022;MN:2022;MY:0;NZ:0;PH:2023;PK:0;SG:2022;TH:2023;TW:0;VN:2022
7752,0.004984673213830204,AU:2022;BD:2022;BN:2022;HK:2022;ID:2022;IN:2022;JP:0;KH:2022;KR:0;LA:0;LK:2022;MM:2023;MN:2023;MY:2022;NZ:0;PH:2022;PK:2022;SG:0;TH:2022;TW:0;VN:0
7753,-0.0016134455017624118,AU:2022;BD:2022;BN:2022;HK:2022;ID:2022;IN:2022;JP:0;KH:2022;KR:0;LA:0;LK:2023;MM:0;MN:0;MY:2023;NZ:2022;PH:2022;PK:2022;SG:0;TH:2022;TW:2022;VN:0
7754,-0.0004890888608280791,AU:2022;BD:2022;BN:2022;HK:2022;ID:2022;IN:2022;JP:0;KH:2022;KR:0;LA:2022;LK:0;MM:0;MN:2022;MY:2022;NZ:2022;PH:0;PK:0;SG:2023;TH:2023;TW:2022;VN:0
7755,0.004356012531106369,AU:2022;BD:2022;BN:2022;HK:2022;ID:2022;IN:2022;JP:0;KH:2022;KR:0;LA:2022;LK:0;MM:2023;MN:2023;MY:0;NZ:2022;PH:0;PK:0;SG:2022;TH:2022;TW:0;VN:2022
7756,0.003509056669942708,AU:2022;BD:2022;BN:2022;HK:2022;ID:2022;IN:2022;JP:0;KH:2022;KR:0;LA:2022;LK:2023;MM:0;MN:2022;MY:2023;NZ:2022;PH:2022;PK:0;SG:2022;TH:0;TW:0;VN:0
7757,0.00669375299659767,AU:2022;BD:2022;BN:2022;HK:2022;ID:2022;IN:2022;JP:0;KH:2022;KR:2022;LA:0;LK:0;MM:2022;MN:0;MY:2022;NZ:0;PH:0;PK:2022;SG:2022;TH:2023;TW:0;VN:2023
7758,0.0050511786263861555,AU:2022;BD:2022;BN:2022;HK:2022;ID:2022;IN:2022;JP:0;KH:2022;KR:2022;LA:0;LK:0;MM:2022;MN:2023;MY:0;NZ:2023;PH:2022;PK:0;SG:2022;TH:0;TW:0;VN:2022
7759,0.001830634608035181,AU:2022;BD:2022;BN:2022;HK:2022;ID:2022;IN:2022;JP:0;KH:2022;KR:2022;LA:0;LK:2022;MM:2022;MN:0;MY:0;NZ:0;PH:0;PK:2023;SG:0;TH:2022;TW:2023;VN:2022
7760,0.007736089780441714,AU:2022;BD:2022;BN:2022;HK:2022;ID:2022;IN:2022;JP:0;KH:2022;KR:2022;LA:0;LK:2022;MM:2022;MN:2022;MY:2022;NZ:2023;PH:0;PK:0;SG:0;TH:2023;TW:0;VN:0
7761,0.0036336425859518776,AU:2022;BD:2022;BN:2022;HK:2022;ID:2022;IN:2022;JP:0;KH:2022;KR:2022;LA:0;LK:2023;MM:0;MN:0;MY:0;NZ:2022;PH:2022;PK:0;SG:2022;TH:2022;TW:0;VN:2023
7762,0.005806112176737642,AU:2022;BD:2022;BN:2022;HK:2022;ID:2022;IN:2022;JP:0;KH:2022;KR:2022;LA:0;LK:2023;MM:0;MN:2022;MY:2022;NZ:2022;PH:0;PK:0;SG:2022;TH:0;TW:0;VN:2023
7763,0.004751385906437242,AU:2022;BD:2022;BN:2022;HK:2022;ID:2022;IN:2022;JP:0;KH:2022;KR:2022;LA:0;LK:2023;MM:2022;MN:0;MY:2022;NZ:0;PH:2023;PK:0;SG:2022;TH:0;TW:0;VN:2022
7764,0.0038535730993954904,AU:2022;BD:2022;BN:2022;HK:2022;ID:2022;IN:2022;JP:0;KH:2022;KR:2022;LA:0;LK:2023;MM:2023;MN:0;MY:0;NZ:0;PH:2022;PK:2022;SG:2022;TH:2022;TW:0;VN:0
7765,0.00040659634453291815,AU:2022;BD:2022;BN:2022;HK:2022;ID:2022;IN:2022;JP:0;KH:2022;KR:2022;LA:2022;LK:0;MM:0;MN:0;MY:0;NZ:0;PH:2022;PK:0;SG:2022;TH:2023;TW:2023;VN:2022
7766,0.001651272651622357,AU:2022;BD:2022;BN:2022;HK:2022;ID:2022;IN:2022;JP:0;KH:2022;KR:2022;LA:2022;LK:0;MM:0;MN:2022;MY:0;NZ:0;PH:2023;PK:2022;SG:2022;TH:0;TW:2023;VN:0
7767,0.005573601810948038,AU:2022;BD:2022;BN:2022;HK:2022;ID:2022;IN:2022;JP:0;KH:2022;KR:2022;LA:2022;LK:0;MM:2022;MN:0;MY:0;NZ:2023;PH:2023;PK:0;SG:2022;TH:0;TW:0;VN:2022
7768,0.0012683877051624301,AU:2022;BD:2022;BN:2022;HK:2022;ID:2022;IN:2022;JP:0;KH:2022;KR:2022;LA:2022;LK:0;MM:2022;MN:0;MY:2023;NZ:0;PH:2023;PK:2022;SG:0;TH:0;TW:2022;VN:0
7769,0.00661451444180183,AU:2022;BD:2022;BN:2022;HK:2022;ID:2022;IN:2022;JP:0;KH:2022;KR:2022;LA:2022;LK:2022;MM:2022;MN:0;MY:0;NZ:0;PH:2023;PK:2022;SG:0;TH:2023;TW:0;VN:0
7770,0.0016378644070895942,AU:2022;BD:2022;BN:2022;HK:2022;ID:2022;IN:2022;JP:0;KH:2022;KR:2022;LA:2023;LK:2022;MM:2022;MN:0;MY:2022;NZ:0;PH:0;PK:2023;SG:0;TH:0;TW:2022;VN:0
7771,-3.532468852517423e-05,AU:2022;BD:2022;BN:2022;HK:2022;ID:2022;IN:2022;JP:0;KH:2022;KR:2023;LA:0;LK:0;MM:2022;MN:2022;MY:0;NZ:2022;PH:0;PK:0;SG:2023;TH:0;TW:2022;VN:2022
7772,0.001362335867671561,AU:2022;BD:2022;BN:2022;HK:2022;ID:2022;IN:2022;JP:0;KH:2022;KR:2023;LA:0;LK:2022;MM:2022;MN:0;MY:2022;NZ:0;PH:0;PK:0;SG:2022;TH:2022;TW:2023;VN:0
7773,0.006845877899148551,AU:2022;BD:2022;BN:2022;HK:2022;ID:2022;IN:2022;JP:0;KH:2022;KR:2023;LA:2022;LK:2022;MM:0;MN:0;MY:0;NZ:2022;PH:2022;PK:2023;SG:0;TH:0;TW:0;VN:2022
7774,0.006144824436058182,AU:2022;BD:2022;BN:2022;HK:2022;ID:2022;IN:2022;JP:0;KH:2022;KR:2023;LA:2022;LK:2022;MM:2023;MN:0;MY:0;NZ:0;PH:2022;PK:2022;SG:0;TH:0;TW:0;VN:2022
7775,0.007953125483630988,AU:2022;BD:2022;BN:2022;HK:2022;ID:2022;IN:2022;JP:0;KH:2022;KR:2023;LA:2022;LK:2022;MM:2023;MN:0;MY:2022;NZ:2022;PH:0;PK:0;SG:0;TH:0;TW:0;VN:2022
7776,0.006198079230596161,AU:2022;BD:2022;BN:2022;HK:2022;ID:2022;IN:2022;JP:0;KH:2022;KR:2023;LA:2022;LK:2023;MM:2022;MN:0;MY:0;NZ:0;PH:0;PK:2022;SG:0;TH:2022;TW:0;VN:2022
7777,0.0041929290124989435,AU:2022;BD:2022;BN:2022;HK:2022;ID:2022;IN:2022;JP:0;KH:2023;KR:0;LA:0;LK:2022;MM:2023;MN:2022;MY:0;NZ:2022;PH:0;PK:2022;SG:2022;TH:2022;TW:0;VN:0
7778,-0.0018546954360766767,AU:2022;BD:2022;BN:2022;HK:2022;ID:2022;IN:2022;JP:0;KH:2023;KR:0;LA:2022;LK:2022;MM:2022;MN:2022;MY:0;NZ:0;PH:2023;PK:0;SG:0;TH:0;TW:2022;VN:2022
7779,-0.0021888497022066107,AU:2022;BD:2022;BN:2022;HK:2022;ID:2022;IN:2022;JP:0;KH:2023;KR:0;LA:2022;LK:2023;MM:0;MN:0;MY:2022;NZ:0;PH:0;PK:2022;SG:2022;TH:2022;TW:2022;VN:0
7780,0.00014258032100911058,AU:2022;BD:2022;BN:2022;HK:2022;ID:2022;IN:2022;JP:0;KH:2023;KR:0;LA:2023;LK:0;MM:0;MN:2022;MY:2022;NZ:2022;PH:0;PK:0;SG:0;TH:2022;TW:2022;VN:2022
7781,0.0024281773021062663,AU:2022;BD:2022;BN:2022;HK:2022;ID:2022;IN:2022;JP:0;KH:2023;KR:0;LA:2023;LK:2022;MM:2022;MN:2022;MY:0;NZ:0;PH:2022;PK:0;SG:2022;TH:2022;TW:0;VN:0
7782,-0.0026687104106891237,AU:2022;BD:2022;BN:2022;HK:2022;ID:2022;IN:2022;JP:0;KH:2023;KR:2022;LA:0;LK:2022;MM:2023;MN:0;MY:0;NZ:0;PH:2022;PK:0;SG:2022;TH:2022;TW:2022;VN:0
7783,-0.00048680187956368293,AU:2022;BD:2022;BN:2022;HK:2022;ID:2022;IN:2022;JP:0;KH:2023;KR:2022;LA:0;LK:2022;MM:2023;MN:0;MY:0;NZ:2022;PH:2022;PK:0;SG:0;TH:0;TW:2022;VN:2022
7784,-0.0016342244168622649,AU:2022;BD:2022;BN:2022;HK:2022;ID:2022;IN:2022;JP:0;KH:2023;KR:2022;LA:2022;LK:2022;MM:0;MN:0;MY:0;NZ:0;PH:0;PK:0;SG:2022;TH:2023;TW:2022;VN:2022
7785,0.00412145358650346,AU:2022;BD:2022;BN:2022;HK:2022;ID:2022;IN:2022;JP:0;KH:2023;KR:2023;LA:0;LK:2022;MM:0;MN:0;MY:0;NZ:2022;PH:2022;PK:0;SG:2022;TH:2022;TW:0;VN:2022
7786,0.004265357684445336,AU:2022;BD:2022;BN:2022;HK:2022;ID:2022;IN:2022;JP:0;KH:2023;KR:2023;LA:0;LK:2022;MM:0;MN:0;MY:2022;NZ:0;PH:2022;PK:0;SG:2022;TH:2022;TW:0;VN:2022
7787,-0.006090332153932478,AU:2022;BD:2022;BN:2022;HK:2022;ID:2022;IN:2022;JP:2022;KH:0;KR:0;LA:0;LK:0;MM:0;MN:2022;MY:2022;NZ:0;PH:2022;PK:2022;SG:2023;TH:2023;TW:2022;VN:0
7788,-0.0029192575350934255,AU:2022;BD:2022;BN:2022;HK:2022;ID:2022;IN:2022;JP:2022;KH:0;KR:0;LA:0;LK:0;MM:2023;MN:2022;MY:0;NZ:2022;PH:2022;PK:2022;SG:0;TH:0;TW:2023;VN:2022
7789,-0.003922985393134654,AU:2022;BD:2022;BN:2022;HK:2022;ID:2022;IN:2022;JP:2022;KH:0;KR:0;LA:0;LK:2022;MM:0;MN:0;MY:2022;NZ:2022;PH:0;PK:2022;SG:2023;TH:0;TW:2023;VN:2022
7790,0.0019180103398125552,AU:2022;BD:2022;BN:2022;HK:2022;ID:2022;IN:2022;JP:2022;KH:0;KR:0;LA:0;LK:2022;MM:0;MN:2022;MY:2022;NZ:2023;PH:0;PK:2022;SG:0;TH:2023;TW:0;VN:2022
7791,-0.006104193258629051,AU:2022;BD:2022;BN:2022;HK:2022;ID:2022;IN:2022;JP:2022;KH:0;KR:0;LA:0;LK:2022;MM:0;MN:2022;MY:2023;NZ:0;PH:2022;PK:0;SG:2022;TH:0;TW:2023;VN:2022
7792,-0.005675238998002545,AU:2022;BD:2022;BN:2022;HK:2022;ID:2022;IN:2022;JP:2022;KH:0;KR:0;LA:0;LK:2022;MM:0;MN:2022;MY:2023;NZ:2022;PH:0;PK:2023;SG:2022;TH:0;TW:2022;VN:0
7793,7.07113690782152e-05,AU:2022;BD:2022;BN:2022;HK:2022;ID:2022;IN:2022;JP:2022;KH:0;KR:0;LA:0;LK:2022;MM:0;MN:2022;MY:2023;NZ:2022;PH:0;PK:2023;SG:2022;TH:2022;TW:0;VN:0
7794,-0.006389424260022275,AU:2022;BD:2022;BN:2022;HK:2022;ID:2022;IN:2022;JP:2022;KH:0;KR:0;LA:0;LK:2022;MM:0;MN:2023;MY:2022;NZ:2023;PH:0;PK:0;SG:2022;TH:2022;TW:2022;VN:0
7795,-0.0076411318900931465,AU:2022;BD:2022;BN:2022;HK:2022;ID:2022;IN:2022;JP:2022;KH:0;KR:0;LA:0;LK:2022;MM:2022;MN:0;MY:0;NZ:0;PH:2023;PK:2022;SG:2023;TH:0;TW:2022;VN:2022
7796,-0.0073990130483970705,AU:2022;BD:2022;BN:2022;HK:2022;ID:2022;IN:2022;JP:2022;KH:0;KR:0;LA:0;LK:2023;MM:0;MN:0;MY:0;NZ:2023;PH:0;PK:2022;SG:2022;TH:2022;TW:2022;VN:2022
7797,0.003016324660038357,AU:2022;BD:2022;BN:2022;HK:2022;ID:2022;IN:2022;JP:2022;KH:0;KR:0;LA:2022;LK:0;MM:0;MN:2022;MY:2022;NZ:2022;PH:2023;PK:2022;SG:0;TH:2023;TW:0;VN:0
7798,-0.00268940119228532,AU:2022;BD:2022;BN:2022;HK:2022;ID:2022;IN:2022;JP:2022;KH:0;KR:0;LA:2022;LK:0;MM:0;MN:2023;MY:2022;NZ:2022;PH:2022;PK:0;SG:0;TH:2022;TW:2023;VN:0
7799,0.0012035853488931308,AU:2022;BD:2022;BN:2022;HK:2022;ID:2022;IN:2022;JP:2022;KH:0;KR:0;LA:2022;LK:0;MM:2022;MN:2023;MY:2022;NZ:0;PH:2022;PK:0;SG:0;TH:2023;TW:0;VN:2022
7800,-0.0063069066076989035,AU:2022;BD:2022;BN:2022;HK:2022;ID:2022;IN:2022;JP:2022;KH:0;KR:0;LA:2022;LK:2022;MM:2023;MN:2022;MY:2022;NZ:0;PH:0;PK:0;SG:2023;TH:0;TW:2022;VN:0
7801,-0.0018712414378068468,AU:2022;BD:2022;BN:2022;HK:2022;ID:2022;IN:2022;JP:2022;KH:0;KR:0;LA:2022;LK:2023;MM:0;MN:0;MY:2022;NZ:0;PH:2022;PK:0;SG:2022;TH:2022;TW:0;VN:2023
7802,0.0013210142317001683,AU:2022;BD:2022;BN:2022;HK:2022;ID:2022;IN:2022;JP:2022;KH:0;KR:0;LA:2022;LK:2023;MM:0;MN:2022;MY:2022;NZ:2023;PH:2022;PK:2022;SG:0;TH:0;TW:0;VN:0
7803,-0.0064423053928350784,AU:2022;BD:2022;BN:2022;HK:2022;ID:2022;IN:2022;JP:2022;KH:0;KR:0;LA:2023;LK:0;MM:2022;MN:0;MY:0;NZ:0;PH:0;PK:2023;SG:2022;TH:2022;TW:2022;VN:2022
7804,2.7628014181103185e-05,AU:2022;BD:2022;BN:2022;HK:2022;ID:2022;IN:2022;JP:2022;KH:0;KR:0;LA:2023;LK:2022;MM:2023;MN:0;MY:0;NZ:2022;PH:0;PK:2022;SG:2022;TH:0;TW:0;VN:2022
7805,0.0013214956836044478,AU:2022;BD:2022;BN:2022;HK:2022;ID:2022;IN:2022;JP:2022;KH:0;KR:2022;LA:0;LK:0;MM:0;MN:0;MY:0;NZ:2022;PH:2022;PK:2023;SG:2022;TH:2023;TW:0;VN:2022
7806,-0.005349510165963683,AU:2022;BD:2022;BN:2022;HK:2022;ID:2022;IN:2022;JP:2022;KH:0;KR:2022;LA:0;LK:0;MM:0;MN:2022;MY:0;NZ:2023;PH:0;PK:0;SG:2022;TH:2022;TW:2022;VN:2023
7807,-0.00010681696409570338,AU:2022;BD:2022;BN:2022;HK:2022;ID:2022;IN:2022;JP:2022;KH:0;KR:2022;LA:0;LK:0;MM:0;MN:2023;MY:2022;NZ:2022;PH:0;PK:2022;SG:0;TH:0;TW:2023;VN:2022
7808,0.0006372234236756019,AU:2022;BD:2022;BN:2022;HK:2022;ID:2022;IN:2022;JP:2022;KH:0;KR:2022;LA:0;LK:2022;MM:0;MN:0;MY:2023;NZ:2022;PH:2022;PK:2022;SG:2023;TH:0;TW:0;VN:0
7809,-0.005670479133504995,AU:2022;BD:2022;BN:2022;HK:2022;ID:2022;IN:2022;JP:2022;KH:0;KR:2022;LA:0;LK:2022;MM:0;MN:2023;MY:0;NZ:0;PH:0;PK:2022;SG:2022;TH:0;TW:2022;VN:2023
7810,0.0022411796939514027,AU:2022;BD:2022;BN:2022;HK:2022;ID:2022;IN:2022;JP:2022;KH:0;KR:2022;LA:0;LK:2022;MM:0;MN:2023;MY:2022;NZ:2023;PH:0;PK:0;SG:0;TH:2022;TW:0;VN:2022
7811,0.0009616810911696576,AU:2022;BD:2022;BN:2022;HK:2022;ID:2022;IN:2022;JP:2022;KH:0;KR:2022;LA:0;LK:2022;MM:2022;MN:0;MY:2023;NZ:2022;PH:2023;PK:0;SG:2022;TH:0;TW:0;VN:0
7812,-0.001741837852149252,AU:2022;BD:2022;BN:2022;HK:2022;ID:2022;IN:2022;JP:2022;KH:0;KR:2022;LA:0;LK:2023;MM:0;MN:2022;MY:2022;NZ:0;PH:0;PK:2022;SG:0;TH:0;TW:2023;VN:2022
7813,-0.0038344826884798002,AU:2022;BD:2022;BN:2022;HK:2022;ID:2022;IN:2022;JP:2022;KH:0;KR:2022;LA:2022;LK:0;MM:0;MN:2022;MY:0;NZ:2022;PH:0;PK:2023;SG:2023;TH:0;TW:2022;VN:0
7814,0.002746510472189829,AU:2022;BD:2022;BN:2022;HK:2022;ID:2022;IN:2022;JP:2022;KH:0;KR:2022;LA:2022;LK:0;MM:0;MN:2023;MY:2023;NZ:2022;PH:0;PK:0;SG:0;TH:2022;TW:0;VN:2022
7815,0.0017589913010947283,AU:2022;BD:2022;BN:2022;HK:2022;ID:2022;IN:2022;JP:2022;KH:0;KR:2022;LA:2022;LK:0;MM:2022;MN:2022;MY:0;NZ:0;PH:0;PK:2022;SG:2023;TH:2023;TW:0;VN:0
7816,0.00019006885930041912,AU:2022;BD:2022;BN:2022;HK:2022;ID:2022;IN:2022;JP:2022;KH:0;KR:2022;LA:2022;LK:0;MM:2023;MN:0;MY:0;NZ:0;PH:2023;PK:0;SG:2022;TH:2022;TW:0;VN:2022
7817,0.003477768970912427,AU:2022;BD:2022;BN:2022;HK:2022;ID:2022;IN:2022;JP:2022;KH:0;KR:2022;LA:2022;LK:0;MM:2023;MN:0;MY:2022;NZ:2022;PH:0;PK:2023;SG:2022;TH:0;TW:0;VN:0
7818,-0.004000590320021051,AU:2022;BD:2022;BN:2022;HK:2022;ID:2022;IN:2022;JP:2022;KH:0;KR:2022;LA:2022;LK:2022;MM:0;MN:0;MY:2023;NZ:0;PH:0;PK:2023;SG:0;TH:2022;TW:2022;VN:0
7819,-0.005873093783347052,AU:2022;BD:2022;BN:2022;HK:2022;ID:2022;IN:2022;JP:2022;KH:0;KR:2022;LA:2022;LK:2023;MM:0;MN:0;MY:0;NZ:0;PH:2023;PK:2022;SG:2022;TH:0;TW:2022;VN:0
7820,-0.004661254174161419,AU:2022;BD:2022;BN:2022;HK:2022;ID:2022;IN:2022;JP:2022;KH:0;KR:2023;LA:0;LK:0;MM:0;MN:0;MY:2022;NZ:2022;PH:2022;PK:0;SG:2023;TH:0;TW:2022;VN:2022
7821,-0.0042447865535502095,AU:2022;BD:2022;BN:2022;HK:2022;ID:2022;IN:2022;JP:2022;KH:0;KR:2023;LA:0;LK:0;MM:2022;MN:0;MY:0;NZ:2022;PH:0;PK:2022;SG:2023;TH:2022;TW:2022;VN:0
7822,-0.003283938415269307,AU:2022;BD:2022;BN:2022;HK:2022;ID:2022;IN:2022;JP:2022;KH:0;KR:2023;LA:0;LK:2022;MM:0;MN:0;MY:2023;NZ:2022;PH:0;PK:2022;SG:0;TH:2022;TW:2022;VN:0
7823,0.0032374204345499186,AU:2022;BD:2022;BN:2022;HK:2022;ID:2022;IN:2022;JP:2022;KH:0;KR:2023;LA:0;LK:2022;MM:2022;MN:2022;MY:0;NZ:2022;PH:0;PK:2023;SG:0;TH:0;TW:0;VN:2022
7824,0.0005592394886277396,AU:2022;BD:2022;BN:2022;HK:2022;ID:2022;IN:2022;JP:2022;KH:0;KR:2023;LA:0;LK:2022;MM:2022;MN:2023;MY:0;NZ:0;PH:2022;PK:2022;SG:2022;TH:0;TW:0;VN:0
7825,-0.004716054193208482,AU:2022;BD:2022;BN:2022;HK:2022;ID:2022;IN:2022;JP:2022;KH:0;KR:2023;LA:0;LK:2023;MM:2022;MN:0;MY:2022;NZ:0;PH:2022;PK:0;SG:0;TH:2022;TW:2022;VN:0
7826,0.002366251725985702,AU:2022;BD:2022;BN:2022;HK:2022;ID:2022;IN:2022;JP:2022;KH:0;KR:2023;LA:2022;LK:0;MM:2022;MN:0;MY:2022;NZ:0;PH:2022;PK:0;SG:0;TH:2022;TW:0;VN:2023
7827,0.0031270841496332277,AU:2022;BD:2022;BN:2022;HK:2022;ID:2022;IN:2022;JP:2022;KH:0;KR:2023;LA:2022;LK:2023;MM:2022;MN:0;MY:2022;NZ:2022;PH:0;PK:0;SG:0;TH:2022;TW:0;VN:0
7828,-0.0039232164063478,AU:2022;BD:2022;BN:2022;HK:2022;ID:2022;IN:2022;JP:2022;KH:2022;KR:0;LA:0;LK:0;MM:2022;MN:2022;MY:0;NZ:2022;PH:0;PK:0;SG:2023;TH:0;TW:2023;VN:2022
7829,-0.0033809991134555535,AU:2022;BD:2022;BN:2022;HK:2022;ID:2022;IN:2022;JP:2022;KH:2022;KR:0;LA:0;LK:2022;MM:0;MN:2022;MY:2022;NZ:0;PH:2022;PK:0;SG:0;TH:2023;TW:2023;VN:0
7830,0.0017852588934867983,AU:2022;BD:2022;BN:2022;HK:2022;ID:2022;IN:2022;JP:2022;KH:2022;KR:0;LA:0;LK:2022;MM:2022;MN:0;MY:0;NZ:2022;PH:0;PK:2023;SG:0;TH:2023;TW:0;VN:2022
7831,-0.00034336338068009906,AU:2022;BD:2022;BN:2022;HK:2022;ID:2022;IN:2022;JP:2022;KH:2022;KR:0;LA:0;LK:2023;MM:0;MN:2022;MY:0;NZ:2022;PH:0;PK:2022;SG:2023;TH:0;TW:0;VN:2022
7832,-0.00019945928273822468,AU:2022;BD:2022;BN:2022;HK:2022;ID:2022;IN:2022;JP:2022;KH:2022;KR:0;LA:0;LK:2023;MM:0;MN:2022;MY:2022;NZ:0;PH:0;PK:2022;SG:2023;TH:0;TW:0;VN:2022
7833,-0.0010676101055181453,AU:2022;BD:2022;BN:2022;HK:2022;ID:2022;IN:2022;JP:2022;KH:2022;KR:0;LA:0;LK:2023;MM:2022;MN:0;MY:0;NZ:0;PH:0;PK:2023;SG:2022;TH:2022;TW:0;VN:2022
7834,-0.0047028028402232,AU:2022;BD:2022;BN:2022;HK:2022;ID:2022;IN:2022;JP:2022;KH:2022;KR:0;LA:2022;LK:0;MM:0;MN:0;MY:2023;NZ:0;PH:2023;PK:2022;SG:0;TH:0;TW:2022;VN:2022
